Rep0

Winner id	Valuation	Bid	Surplus

26	94.90207283668305	82.0	12.902072836683047

22	89.91202662503989	82.0	7.912026625039886

14	95.16528289628278	82.0	13.165282896282775

9	95.39726306033256	82.0	13.397263060332563

37	82.78297791723547	82.0	0.7829779172354705

4	95.7926806782151	82.0	13.792680678215106

23	90.23398003238349	82.0	8.233980032383485

32	91.18787243753977	82.0	9.187872437539767

44	96.4331891919626	82.0	14.433189191962597

41	94.34692342690917	82.0	12.346923426909171


Rep1

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	82.0	12.346923426909171

9	95.39726306033256	82.0	13.397263060332563

23	90.23398003238349	82.0	8.233980032383485

32	91.18787243753977	80.0	11.187872437539767

44	96.4331891919626	80.0	16.433189191962597

14	95.16528289628278	80.0	15.165282896282775

4	95.7926806782151	80.0	15.792680678215106

37	82.78297791723547	80.0	2.7829779172354705

22	89.91202662503989	80.0	9.912026625039886

26	94.90207283668305	80.0	14.902072836683047


Rep2

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	82.0	12.346923426909171

4	95.7926806782151	82.0	13.792680678215106

32	91.18787243753977	82.0	9.187872437539767

9	95.39726306033256	82.0	13.397263060332563

37	82.78297791723547	82.0	0.7829779172354705

23	90.23398003238349	82.0	8.233980032383485

44	96.4331891919626	80.0	16.433189191962597

26	94.90207283668305	80.0	14.902072836683047

22	89.91202662503989	80.0	9.912026625039886

14	95.16528289628278	80.0	15.165282896282775


Rep3

Winner id	Valuation	Bid	Surplus

14	95.16528289628278	82.0	13.165282896282775

41	94.34692342690917	82.0	12.346923426909171

26	94.90207283668305	82.0	12.902072836683047

44	96.4331891919626	80.0	16.433189191962597

37	82.78297791723547	80.0	2.7829779172354705

22	89.91202662503989	80.0	9.912026625039886

23	90.23398003238349	80.0	10.233980032383485

9	95.39726306033256	80.0	15.397263060332563

4	95.7926806782151	80.0	15.792680678215106

32	91.18787243753977	80.0	11.187872437539767


Rep4

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	82.0	12.346923426909171

26	94.90207283668305	82.0	12.902072836683047

9	95.39726306033256	82.0	13.397263060332563

14	95.16528289628278	82.0	13.165282896282775

37	82.78297791723547	82.0	0.7829779172354705

4	95.7926806782151	82.0	13.792680678215106

23	90.23398003238349	82.0	8.233980032383485

32	91.18787243753977	82.0	9.187872437539767

44	96.4331891919626	82.0	14.433189191962597

22	89.91202662503989	80.0	9.912026625039886


Rep5

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	82.0	12.346923426909171

23	90.23398003238349	82.0	8.233980032383485

32	91.18787243753977	82.0	9.187872437539767

4	95.7926806782151	82.0	13.792680678215106

14	95.16528289628278	80.0	15.165282896282775

9	95.39726306033256	80.0	15.397263060332563

26	94.90207283668305	80.0	14.902072836683047

44	96.4331891919626	80.0	16.433189191962597

37	82.78297791723547	80.0	2.7829779172354705

22	89.91202662503989	80.0	9.912026625039886


Rep6

Winner id	Valuation	Bid	Surplus

23	90.23398003238349	82.0	8.233980032383485

14	95.16528289628278	82.0	13.165282896282775

26	94.90207283668305	82.0	12.902072836683047

22	89.91202662503989	82.0	7.912026625039886

9	95.39726306033256	82.0	13.397263060332563

37	82.78297791723547	82.0	0.7829779172354705

44	96.4331891919626	80.0	16.433189191962597

41	94.34692342690917	80.0	14.346923426909171

32	91.18787243753977	80.0	11.187872437539767

4	95.7926806782151	80.0	15.792680678215106


Rep7

Winner id	Valuation	Bid	Surplus

9	95.39726306033256	82.0	13.397263060332563

26	94.90207283668305	82.0	12.902072836683047

14	95.16528289628278	82.0	13.165282896282775

37	82.78297791723547	82.0	0.7829779172354705

4	95.7926806782151	82.0	13.792680678215106

22	89.91202662503989	82.0	7.912026625039886

44	96.4331891919626	82.0	14.433189191962597

23	90.23398003238349	82.0	8.233980032383485

32	91.18787243753977	82.0	9.187872437539767

