Random selected bidder, NO.44

Valuations of all bidders: 

Bidder id	Valuation

	0	62.14167448440371

	1	87.60091844769443

	2	71.75237409268652

	3	83.70518084241547

	4	97.66260037678617

	5	60.702155268559615

	6	73.56671487168018

	7	54.82234594847841

	8	76.21223192630833

	9	97.44292392240698

	10	74.0403533332212

	11	54.50462397653992

	12	75.46298180093363

	13	70.60377919730989

	14	97.31404605349043

	15	76.04307081662054

	16	54.21409378168283

	17	51.186614385468886

	18	74.95000904138556

	19	84.57261422690806

	20	68.67800953023021

	21	83.46215638367005

	22	94.39557034724439

	23	94.57443335132416

	24	63.190964140380736

	25	50.56145937272112

	26	97.1678182426017

	27	53.8502024721474

	28	58.463323389315846

	29	83.52427277623696

	30	89.64530701261923

	31	75.2844415537739

	32	95.10437357641098

	33	76.72697349229941

	34	55.37825010637817

	35	65.37719093839175

	36	70.08786833823306

	37	90.43498773179749

	38	54.16652065506399

	39	89.00778471123945

	40	79.06878828067882

	41	96.85940190383843

	42	59.805198154667565

	43	83.18147284943728

	44	98.01843843997922

	45	59.54473462837028

	46	75.36025726614862

	47	88.61419276631817

	48	53.51409638074989

	49	77.17458332675218


