Rep0

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	90.0	4.346923426909171

22	89.91202662503989	85.0	4.912026625039886

32	91.18787243753977	85.0	6.187872437539767

26	94.90207283668305	85.0	9.902072836683047

14	95.16528289628278	85.0	10.165282896282775

4	95.7926806782151	85.0	10.792680678215106

23	90.23398003238349	85.0	5.233980032383485

9	95.39726306033256	85.0	10.397263060332563


Rep1

Winner id	Valuation	Bid	Surplus

32	91.18787243753977	90.0	1.1878724375397667

41	94.34692342690917	90.0	4.346923426909171

26	94.90207283668305	90.0	4.902072836683047

4	95.7926806782151	90.0	5.792680678215106

23	90.23398003238349	90.0	0.23398003238348508

14	95.16528289628278	90.0	5.1652828962827755

9	95.39726306033256	90.0	5.397263060332563

22	89.91202662503989	85.0	4.912026625039886


Rep2

Winner id	Valuation	Bid	Surplus

26	94.90207283668305	90.0	4.902072836683047

4	95.7926806782151	85.0	10.792680678215106

9	95.39726306033256	85.0	10.397263060332563

14	95.16528289628278	85.0	10.165282896282775

23	90.23398003238349	85.0	5.233980032383485

32	91.18787243753977	85.0	6.187872437539767

41	94.34692342690917	85.0	9.346923426909171

22	89.91202662503989	85.0	4.912026625039886


Rep3

Winner id	Valuation	Bid	Surplus

14	95.16528289628278	90.0	5.1652828962827755

41	94.34692342690917	90.0	4.346923426909171

4	95.7926806782151	90.0	5.792680678215106

9	95.39726306033256	85.0	10.397263060332563

26	94.90207283668305	85.0	9.902072836683047

23	90.23398003238349	85.0	5.233980032383485

44	96.4331891919626	85.0	11.433189191962597

32	91.18787243753977	85.0	6.187872437539767


Rep4

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	90.0	4.346923426909171

9	95.39726306033256	90.0	5.397263060332563

23	90.23398003238349	90.0	0.23398003238348508

14	95.16528289628278	90.0	5.1652828962827755

26	94.90207283668305	85.0	9.902072836683047

44	96.4331891919626	85.0	11.433189191962597

32	91.18787243753977	85.0	6.187872437539767

4	95.7926806782151	85.0	10.792680678215106


Rep5

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	90.0	4.346923426909171

14	95.16528289628278	90.0	5.1652828962827755

9	95.39726306033256	90.0	5.397263060332563

26	94.90207283668305	90.0	4.902072836683047

4	95.7926806782151	90.0	5.792680678215106

32	91.18787243753977	90.0	1.1878724375397667

22	89.91202662503989	85.0	4.912026625039886

23	90.23398003238349	85.0	5.233980032383485


Rep6

Winner id	Valuation	Bid	Surplus

32	91.18787243753977	90.0	1.1878724375397667

9	95.39726306033256	85.0	10.397263060332563

22	89.91202662503989	85.0	4.912026625039886

41	94.34692342690917	85.0	9.346923426909171

23	90.23398003238349	85.0	5.233980032383485

4	95.7926806782151	85.0	10.792680678215106

26	94.90207283668305	85.0	9.902072836683047

14	95.16528289628278	85.0	10.165282896282775


Rep7

Winner id	Valuation	Bid	Surplus

9	95.39726306033256	90.0	5.397263060332563

23	90.23398003238349	90.0	0.23398003238348508

4	95.7926806782151	85.0	10.792680678215106

26	94.90207283668305	85.0	9.902072836683047

32	91.18787243753977	85.0	6.187872437539767

41	94.34692342690917	85.0	9.346923426909171

14	95.16528289628278	85.0	10.165282896282775

22	89.91202662503989	85.0	4.912026625039886


Rep8

Winner id	Valuation	Bid	Surplus

41	94.34692342690917	90.0	4.346923426909171

22	89.91202662503989	85.0	4.912026625039886

4	95.7926806782151	85.0	10.792680678215106

32	91.18787243753977	85.0	6.187872437539767

9	95.39726306033256	85.0	10.397263060332563

14	95.16528289628278	85.0	10.165282896282775

26	94.90207283668305	85.0	9.902072836683047

23	90.23398003238349	85.0	5.233980032383485


Rep9

Winner id	Valuation	Bid	Surplus

26	94.90207283668305	90.0	4.902072836683047

22	89.91202662503989	85.0	4.912026625039886

23	90.23398003238349	85.0	5.233980032383485

9	95.39726306033256	85.0	10.397263060332563

32	91.18787243753977	85.0	6.187872437539767

4	95.7926806782151	85.0	10.792680678215106

41	94.34692342690917	85.0	9.346923426909171

14	95.16528289628278	85.0	10.165282896282775


Rep10

Winner id	Valuation	Bid	Surplus

32	91.18787243753977	85.0	6.187872437539767

26	94.90207283668305	85.0	9.902072836683047

4	95.7926806782151	85.0	10.792680678215106

14	95.16528289628278	85.0	10.165282896282775

41	94.34692342690917	85.0	9.346923426909171

44	96.4331891919626	85.0	11.433189191962597

9	95.39726306033256	85.0	10.397263060332563

23	90.23398003238349	85.0	5.233980032383485


Rep11

Winner id	Valuation	Bid	Surplus

26	94.90207283668305	90.0	4.902072836683047

32	91.18787243753977	90.0	1.1878724375397667

23	90.23398003238349	90.0	0.23398003238348508

14	95.16528289628278	90.0	5.1652828962827755

41	94.34692342690917	90.0	4.346923426909171

